ID,IDF_num,name,Enlistment_Date_,Rank
948816462,851795,Yance,2004-08-24,Tat Aluf
933887609,38376,Bell,1990-05-27,Turai
817782238,6698,Murray,1995-02-08,Samal Rishon
859972854,923973,Jacinda,2004-01-21,Sgan Aluf
181615028,289608,Glennis,1985-06-23,Rav Samal
614488855,785372,Odelle,2019-06-27,Turai Rishon
508080963,475528,Rob,1994-01-31,Aluf
312723975,902491,Ennis,1989-07-14,Rav Seren
164976030,333516,Ermengarde,2017-04-07,Rav Samal
120790334,16363,Edyth,1987-10-09,Samal Rishon
155391565,144978,Nikolia,2011-08-05,Rav Samal
422543105,403255,Monti,1996-05-29,Samal
589623306,707693,Lotty,2011-06-29,Samal
551927309,2952,Alexandra,1993-04-04,Rav Samal Mitkadem
151540540,821852,Leann,1987-10-31,Rav Seren
44553461,873349,Forest,2013-03-04,Rav Turai
526853090,957645,Arly,1997-01-30,Segen Mishneh
637467688,224260,Laurie,2005-11-12,Rav Seren
6707513,174007,Amye,1980-06-02,Rav Aluf
874632018,696526,Cynthy,1982-09-25,Turai
471830825,783218,Nefen,2018-06-06,Rav Seren
820411882,144727,Winnie,2014-04-24,Rav Turai
106008871,169595,Mindy,1988-09-26,Samal
369662491,384040,Dorine,2007-06-24,Turai Rishon
376720227,145549,Alicia,1995-08-31,Segen Mishneh
23637161,747662,Forbes,2023-04-25,Segen Rishon
163178088,407867,Flori,1993-01-24,Segen Rishon
772424450,595502,Herc,2023-12-21,Segen Mishneh
100031758,691768,Mord,1988-12-16,Turai
963497968,153569,L;urette,1995-01-17,Samal Rishon
965892102,747981,Sibbie,2008-02-26,Samal
878056947,346773,Paulette,1980-08-15,Seren
981977989,571766,Milo,2018-05-05,Segen Mishneh
312256440,4548,Nester,2020-07-10,Turai
462162714,580039,Charmane,1992-04-28,Aluf
202245096,477358,Hashim,1989-11-25,Aluf Mishne
87567001,395939,Kathi,2014-08-21,Rav Turai
734696588,328799,Deb,1986-03-22,Seren
958824537,604378,Emlyn,2019-08-24,Seren
89542078,973173,Augustine,1992-08-01,Rav Aluf
994561153,10759,Gualterio,1983-07-13,Rav Samal
717319148,319841,Renaud,2015-04-08,Samal Rishon
932110994,628153,Kerby,2022-03-09,Segen Rishon
839830475,254872,Barry,1993-03-28,Sgan Aluf
547591884,687357,Aluino,2006-01-29,Sgan Aluf
688044576,626582,Torr,2012-10-23,Rav Seren
86440346,791845,Aloin,1993-03-18,Samal Rishon
534653600,86919,Whitman,1987-01-29,Segen Mishneh
295401896,921676,Cull,2023-09-29,Sgan Aluf
83325270,650294,Ozzie,1992-10-26,Seren
770714174,281600,Conny,2003-05-14,Tat Aluf
889003019,725520,Brion,1982-07-22,Rav Turai
830574429,679569,Barnabas,1988-01-25,Sgan Aluf
7735328,749471,Gerianna,2021-04-28,Rav Samal Rishon
255175345,210030,Carry,1988-02-23,Rav Aluf
110094414,520421,Uri,1997-04-29,Segen Mishneh
371636910,231446,Baryram,2018-10-15,Rav Samal
970317120,972163,Berkie,2019-05-23,Samal
948215818,238458,Stevena,1990-11-04,Rav Samal Rishon
441015646,314720,Domingo,1988-07-25,Aluf Mishne
759183578,738007,Cathryn,1980-12-06,Rav Turai
150557451,82878,Heath,1989-05-07,Rav Samal Rishon
54802266,461279,Flemming,1984-01-16,Aluf
689450533,205917,Jedd,1980-09-15,Segen
602328811,891294,Kathryn,2020-01-08,Rav Samal Rishon
150669293,805266,Carlie,1981-11-27,Turai
776192982,892708,Sonni,1986-12-29,Aluf Mishne
588111693,357578,Ase,1993-11-15,Rav Samal Mitkadem
95461273,533719,Mildrid,1998-05-10,Samal
267934379,293889,Em,2022-12-15,Segen Mishneh
491226762,82955,Klaus,2016-03-25,Segen Mishneh
